ServiceID,CarID,Date_of_Service,ServiceType,Cost_of_Service
S04182,C01398,11/02/2025,Transmission Check,274.0
S04184,C01398,26/01/2022,Wheel Alignment,372.0
S04185,C01399,16/04/2024,Wheel Alignment,331.0
S04186,C01399,29/09/2020,Suspension Check,381.0
S04187,C01399,01/12/2024,Air Filter Replacement,482.0
S04216,C01411,13/07/2021,Clutch Replacement,457.0
S04218,C01411,18/02/2024,Brake Replacement,224.0
S04224,C01412,03/04/2021,Clutch Replacement,179.0
S04226,C01413,16/11/2023,Major Service,151.0
S04229,C01414,30/05/2023,Oil Change,329.0
S04233,C01415,12/08/2021,Tire Replacement,247.0
S04234,C01415,02/02/2021,Wheel Alignment,479.0
S04247,C01419,10/03/2023,Clutch Replacement,77.0
S04249,C01419,29/05/2021,Tire Replacement,426.0
S04250,C01419,19/10/2021,Air Filter Replacement,384.0
S04264,C01423,29/12/2023,Major Service,245.0
S04267,C01423,21/12/2021,Clutch Replacement,283.0
S04268,C01424,12/01/2024,Air Filter Replacement,293.0
S04269,C01424,23/02/2021,Major Service,111.0
S04278,C01428,18/07/2025,Oil Change,303.0
S04327,C01445,19/02/2024,Battery Replacement,479.0
S04328,C01445,27/06/2021,Suspension Check,109.0
S04335,C01447,26/09/2023,Air Filter Replacement,468.0
S04337,C01447,26/08/2021,Air Filter Replacement,287.0
S04342,C01449,04/03/2022,Brake Replacement,240.0
S04343,C01449,05/04/2022,Tire Replacement,228.0
S04351,C01452,23/10/2022,Suspension Check,310.0
S04352,C01452,23/05/2021,Major Service,223.0
S04357,C01454,22/06/2024,Clutch Replacement,252.0
S04370,C01457,24/01/2025,Oil Change,119.0
S04371,C01457,19/12/2024,Brake Replacement,100.0
S04373,C01457,18/06/2024,Coolant Flush,360.0
S04374,C01458,23/05/2025,Air Filter Replacement,279.0
S04375,C01458,02/05/2025,Transmission Check,131.0
S04377,C01458,22/10/2023,Wheel Alignment,275.0
S04398,C01464,11/05/2021,Brake Replacement,145.0
S04399,C01464,10/04/2021,Air Filter Replacement,62.0
S04402,C01466,17/05/2023,Tire Replacement,106.0
S04410,C01468,12/06/2022,Coolant Flush,128.0
S04414,C01468,09/01/2021,Coolant Flush,140.0
S04436,C01475,26/05/2022,Wheel Alignment,246.0
S04473,C01485,16/09/2023,Oil Change,209.0
S04474,C01485,15/01/2024,Coolant Flush,244.0
S04475,C01485,14/04/2022,Major Service,356.0
S04483,C01487,18/09/2021,Spark Plug Replacement,342.0
S04493,C01491,03/07/2022,Wheel Alignment,385.0
S04509,C01497,14/03/2022,Clutch Replacement,410.0
S04512,C01497,16/11/2022,Suspension Check,484.0
S04513,C01498,16/11/2021,Brake Replacement,423.0
S04515,C01498,15/06/2025,Air Filter Replacement,248.0
S04516,C01498,22/01/2024,Wheel Alignment,130.0
S04523,C01502,15/07/2024,Spark Plug Replacement,442.0
S04524,C01502,17/08/2024,Battery Replacement,236.0
S04525,C01502,19/02/2021,Suspension Check,334.0
S04531,C01504,31/07/2021,Transmission Check,359.0
S04532,C01504,22/08/2024,Transmission Check,53.0
S04546,C01508,16/06/2023,Battery Replacement,476.0
S04548,C01509,12/02/2022,Wheel Alignment,192.0
S04551,C01511,15/05/2025,Wheel Alignment,74.0
S04559,C01513,05/04/2024,Brake Replacement,104.0
S04570,C01517,07/06/2022,Wheel Alignment,350.0
S04571,C01517,20/09/2024,Wheel Alignment,270.0
S04584,C01522,03/06/2023,Major Service,243.0
S04585,C01522,12/04/2023,Brake Replacement,194.0
S04629,C01535,18/01/2023,Transmission Check,73.0
S04630,C01535,26/04/2021,Major Service,140.0
S04635,C01537,23/04/2024,Coolant Flush,219.0
S04637,C01537,15/12/2023,Major Service,391.0
S04666,C01545,06/09/2020,Tire Replacement,488.0
S04667,C01545,04/02/2022,Suspension Check,439.0
S04668,C01545,03/07/2021,Battery Replacement,422.0
S04685,C01550,03/10/2021,Oil Change,328.0
S04689,C01551,28/02/2022,Wheel Alignment,230.0
S04703,C01554,05/04/2025,Major Service,431.0
S04704,C01554,05/04/2022,Suspension Check,491.0
S04715,C01558,09/10/2022,Air Filter Replacement,198.0
S04717,C01558,03/08/2024,Air Filter Replacement,194.0
S04731,C01563,03/06/2021,Transmission Check,284.0
S04733,C01564,10/04/2022,Brake Replacement,420.0
S04734,C01564,24/11/2023,Clutch Replacement,105.0
S04735,C01564,16/07/2023,Battery Replacement,58.0
S04745,C01567,22/12/2024,Coolant Flush,92.0
S04746,C01567,23/09/2024,Major Service,326.0
S04747,C01567,03/07/2024,Oil Change,401.0
S04757,C01571,07/03/2023,Clutch Replacement,170.0
S04794,C01584,06/02/2025,Wheel Alignment,222.0
S04795,C01584,14/12/2023,Oil Change,228.0
S04796,C01585,24/01/2022,Transmission Check,360.0
S04804,C01589,04/09/2024,Coolant Flush,123.0
S04805,C01589,27/11/2023,Transmission Check,51.0
S04806,C01589,14/09/2022,Oil Change,499.0
S04810,C01591,16/08/2024,Transmission Check,255.0
S04812,C01591,20/09/2020,Spark Plug Replacement,117.0
S04833,C01597,22/01/2023,Spark Plug Replacement,326.0
S04839,C01600,13/07/2025,Clutch Replacement,309.0
S04840,C01600,14/08/2021,Brake Replacement,366.0
S04850,C01604,11/04/2022,Clutch Replacement,178.0
S04906,C01619,07/04/2023,Wheel Alignment,373.0
S04910,C01622,22/07/2024,Major Service,359.0
S04911,C01622,22/08/2021,Major Service,312.0
S04912,C01622,04/03/2024,Suspension Check,331.0
S04918,C01624,06/05/2025,Suspension Check,95.0
S04944,C01632,28/10/2023,Transmission Check,239.0
S04945,C01632,09/09/2020,Spark Plug Replacement,339.0
S04959,C01636,11/05/2022,Clutch Replacement,144.0
S04961,C01636,13/07/2024,Oil Change,467.0
S04967,C01639,21/01/2024,Major Service,176.0
S04968,C01639,16/09/2022,Spark Plug Replacement,331.0
S04986,C01645,08/07/2021,Air Filter Replacement,386.0
S04990,C01645,09/03/2021,Battery Replacement,430.0
S04997,C01648,25/12/2020,Suspension Check,358.0
S05015,C01654,13/07/2022,Oil Change,448.0
S05016,C01654,07/06/2025,Suspension Check,261.0
S05017,C01654,06/09/2020,Wheel Alignment,131.0
S05022,C01656,12/03/2024,Clutch Replacement,245.0
S05024,C01656,16/08/2025,Suspension Check,454.0
S05027,C01657,31/01/2025,Major Service,261.0
S05040,C01662,18/01/2022,Coolant Flush,328.0
S05060,C01669,31/07/2022,Spark Plug Replacement,86.0
S05072,C01674,20/02/2022,Suspension Check,161.0
S05078,C01676,27/07/2021,Air Filter Replacement,57.0
S05079,C01676,28/03/2022,Suspension Check,375.0
S05098,C01682,16/06/2021,Brake Replacement,113.0
S05099,C01683,15/07/2021,Major Service,495.0
S05109,C01688,17/11/2021,Spark Plug Replacement,158.0
S05110,C01688,21/02/2024,Clutch Replacement,244.0
S05140,C01698,22/08/2025,Major Service,402.0
S05148,C01700,07/09/2024,Major Service,111.0
S05162,C01704,15/09/2022,Spark Plug Replacement,298.0
S05164,C01705,10/05/2022,Suspension Check,415.0
S05165,C01705,24/02/2025,Transmission Check,434.0
S05166,C01705,18/11/2024,Oil Change,437.0
S05224,C01722,04/01/2024,Coolant Flush,127.0
S05267,C01733,24/09/2024,Transmission Check,456.0
S05279,C01737,14/10/2024,Battery Replacement,205.0
S05285,C01739,07/02/2022,Transmission Check,425.0
S05287,C01739,27/06/2025,Wheel Alignment,252.0
S05289,C01739,25/03/2024,Transmission Check,282.0
S05320,C01749,05/02/2023,Clutch Replacement,195.0
S05321,C01749,11/08/2022,Oil Change,439.0
S05383,C01772,16/05/2025,Suspension Check,99.0
S05384,C01772,28/12/2020,Brake Replacement,383.0
S05387,C01772,14/04/2022,Battery Replacement,417.0
S05420,C01785,06/05/2021,Spark Plug Replacement,138.0
S05422,C01785,20/01/2022,Brake Replacement,261.0
S05431,C01789,05/07/2022,Wheel Alignment,309.0
S05432,C01789,19/04/2022,Clutch Replacement,402.0
S05433,C01789,27/08/2023,Suspension Check,315.0
S05451,C01797,13/10/2021,Transmission Check,197.0
S05452,C01797,17/11/2021,Battery Replacement,362.0
S05464,C01801,15/02/2024,Air Filter Replacement,485.0
S05481,C01808,04/10/2020,Oil Change,113.0
S05482,C01808,28/02/2023,Air Filter Replacement,104.0
S05483,C01808,18/10/2022,Oil Change,221.0
S05496,C01812,12/09/2022,Tire Replacement,345.0
S05511,C01818,21/05/2022,Air Filter Replacement,321.0
S05514,C01818,25/06/2021,Spark Plug Replacement,284.0
S05522,C01823,22/03/2021,Spark Plug Replacement,478.0
S05528,C01825,03/08/2022,Coolant Flush,110.0
S05531,C01827,22/02/2024,Transmission Check,204.0
S05532,C01827,21/08/2023,Clutch Replacement,98.0
S05540,C01830,31/05/2023,Brake Replacement,470.0
S05567,C01838,22/02/2021,Oil Change,468.0
S05570,C01838,16/04/2021,Suspension Check,282.0
S05575,C01840,29/12/2020,Battery Replacement,183.0
S05577,C01842,04/02/2022,Coolant Flush,223.0
S05578,C01842,08/08/2022,Clutch Replacement,183.0
S05579,C01842,10/10/2022,Clutch Replacement,193.0
S05601,C01851,17/12/2021,Coolant Flush,101.0
S05602,C01851,13/12/2023,Battery Replacement,367.0
S05604,C01851,25/10/2020,Oil Change,405.0
S05606,C01852,26/12/2020,Oil Change,305.0
S05609,C01852,28/03/2025,Clutch Replacement,57.0
S05611,C01854,11/07/2022,Tire Replacement,273.0
S05612,C01854,05/08/2023,Suspension Check,227.0
S05613,C01854,15/06/2023,Wheel Alignment,264.0
S05630,C01860,21/03/2023,Oil Change,77.0
S05659,C01867,03/06/2021,Transmission Check,423.0
S05660,C01867,28/01/2021,Air Filter Replacement,210.0
S05661,C01867,20/03/2023,Clutch Replacement,157.0
S05689,C01877,26/04/2022,Oil Change,326.0
S05692,C01878,15/02/2023,Oil Change,333.0
S05693,C01878,27/11/2020,Oil Change,96.0
S05717,C01885,26/05/2023,Oil Change,402.0
S05718,C01885,20/08/2025,Brake Replacement,449.0
S05733,C01890,25/03/2022,Suspension Check,280.0
S05734,C01890,10/03/2023,Wheel Alignment,490.0
S05735,C01890,07/04/2025,Spark Plug Replacement,377.0
S05759,C01896,06/01/2025,Clutch Replacement,165.0
S05760,C01896,19/01/2021,Coolant Flush,78.0
S05771,C01901,14/05/2024,Coolant Flush,251.0
S05772,C01901,01/07/2023,Clutch Replacement,94.0
S05773,C01901,10/12/2022,Spark Plug Replacement,420.0
S05775,C01902,18/02/2021,Major Service,52.0
S05787,C01906,26/10/2021,Brake Replacement,459.0
S05806,C01912,01/06/2021,Major Service,432.0
S05807,C01912,19/12/2021,Tire Replacement,432.0
S05808,C01913,22/02/2021,Suspension Check,176.0
S05809,C01913,16/01/2022,Coolant Flush,56.0
S05810,C01913,10/07/2021,Battery Replacement,60.0
S05862,C01929,22/06/2021,Transmission Check,454.0
S05863,C01929,12/12/2020,Oil Change,430.0
S05868,C01931,21/04/2025,Battery Replacement,300.0
S05899,C01942,17/07/2024,Oil Change,395.0
S05900,C01942,28/11/2021,Brake Replacement,52.0
S05931,C01953,06/04/2025,Oil Change,66.0
S05936,C01955,27/05/2024,Brake Replacement,465.0
S05937,C01955,19/04/2024,Oil Change,290.0
S05938,C01955,12/03/2021,Brake Replacement,290.0
S05941,C01957,16/06/2024,Suspension Check,410.0
S05977,C01969,02/02/2021,Clutch Replacement,86.0
S05979,C01969,14/04/2024,Suspension Check,335.0
S05980,C01969,10/07/2023,Suspension Check,440.0
S05990,C01973,05/11/2023,Clutch Replacement,379.0
S05991,C01973,12/06/2023,Transmission Check,167.0
S05996,C01975,06/03/2022,Air Filter Replacement,312.0
S05997,C01975,26/12/2022,Major Service,170.0
S05998,C01975,06/02/2023,Air Filter Replacement,117.0
S05999,C01976,01/12/2022,Coolant Flush,494.0
S06000,C01977,21/08/2024,Brake Replacement,187.0
S06001,C01977,19/04/2022,Clutch Replacement,408.0
S06003,C01977,11/07/2025,Brake Replacement,205.0
S06008,C01978,09/08/2021,Brake Replacement,392.0
S06031,C01985,09/12/2023,Suspension Check,215.0
S06032,C01985,15/11/2021,Air Filter Replacement,322.0
S06034,C01986,28/04/2023,Brake Replacement,272.0
S06058,C01994,03/02/2025,Spark Plug Replacement,217.0
S06068,C01998,06/09/2020,Suspension Check,88.0
S06090,C02005,18/11/2023,Major Service,393.0
S06099,C02008,26/09/2023,Air Filter Replacement,382.0
S06102,C02008,25/07/2024,Major Service,157.0
S06119,C02013,09/02/2022,Transmission Check,442.0
S06145,C02021,18/11/2020,Coolant Flush,453.0
S06146,C02021,28/11/2020,Oil Change,336.0
S06151,C02023,12/11/2022,Wheel Alignment,258.0
S06152,C02023,21/08/2025,Major Service,262.0
S06167,C02030,26/04/2021,Suspension Check,499.0
S06171,C02030,23/01/2025,Spark Plug Replacement,189.0
S06205,C02044,01/10/2021,Clutch Replacement,128.0
S06236,C02054,10/08/2023,Wheel Alignment,336.0
S06238,C02054,11/11/2021,Brake Replacement,294.0
S06244,C02056,11/08/2024,Spark Plug Replacement,416.0
S06256,C02060,19/06/2025,Tire Replacement,489.0
S06287,C02070,26/01/2024,Wheel Alignment,303.0
S06298,C02073,14/02/2023,Tire Replacement,435.0
S06328,C02085,28/07/2023,Coolant Flush,137.0
S06330,C02085,15/11/2022,Suspension Check,270.0
S06335,C02088,17/05/2024,Air Filter Replacement,426.0
S06336,C02088,17/07/2021,Battery Replacement,340.0
S06337,C02088,22/01/2025,Oil Change,481.0
S06339,C02089,18/12/2022,Coolant Flush,90.0
S06340,C02089,09/08/2023,Spark Plug Replacement,51.0
S06341,C02089,13/05/2022,Air Filter Replacement,141.0
S06350,C02092,07/07/2022,Coolant Flush,76.0
S06351,C02092,29/07/2023,Battery Replacement,151.0
S06352,C02092,02/01/2025,Brake Replacement,465.0
S06359,C02095,09/04/2023,Suspension Check,170.0
S06368,C02098,27/06/2023,Coolant Flush,257.0
S06404,C02112,09/08/2023,Brake Replacement,207.0
S06418,C02116,13/10/2024,Battery Replacement,429.0
S06419,C02116,07/03/2021,Transmission Check,167.0
S06420,C02116,07/07/2024,Wheel Alignment,331.0
S06423,C02118,23/03/2022,Tire Replacement,410.0
S06424,C02118,04/09/2022,Air Filter Replacement,184.0
S06426,C02120,18/02/2021,Suspension Check,265.0
S06458,C02133,06/03/2025,Brake Replacement,322.0
S06459,C02133,03/07/2023,Transmission Check,326.0
S06466,C02136,08/11/2023,Suspension Check,241.0
S06478,C02142,24/11/2022,Tire Replacement,258.0
S06479,C02142,27/12/2023,Oil Change,177.0
S06488,C02146,10/05/2021,Spark Plug Replacement,302.0
S06490,C02146,02/10/2020,Brake Replacement,161.0
S06491,C02147,18/09/2021,Major Service,387.0
S06492,C02147,03/01/2025,Wheel Alignment,275.0
S06494,C02147,04/02/2025,Tire Replacement,157.0
S06501,C02150,07/08/2023,Major Service,54.0
S06503,C02151,22/08/2021,Spark Plug Replacement,437.0
S06505,C02151,23/10/2021,Wheel Alignment,156.0
S06527,C02157,11/03/2021,Transmission Check,267.0
S06532,C02159,04/05/2021,Battery Replacement,388.0
S06533,C02159,13/10/2020,Brake Replacement,432.0
S06534,C02159,02/05/2022,Tire Replacement,446.0
S06563,C02167,13/04/2024,Air Filter Replacement,312.0
S06565,C02167,08/04/2021,Clutch Replacement,165.0
S06588,C02175,18/10/2020,Transmission Check,208.0
S06604,C02181,16/12/2020,Major Service,97.0
S06605,C02181,07/06/2023,Spark Plug Replacement,365.0
S06608,C02181,07/11/2022,Suspension Check,73.0
S06610,C02182,23/07/2023,Spark Plug Replacement,179.0
S06621,C02187,10/04/2024,Transmission Check,384.0
S06633,C02190,08/02/2025,Brake Replacement,315.0
S06647,C02195,19/06/2025,Tire Replacement,108.0
S06649,C02195,17/01/2023,Major Service,178.0
S06692,C02208,25/06/2022,Battery Replacement,399.0
S06693,C02208,17/11/2022,Coolant Flush,217.0
S06694,C02208,09/11/2024,Coolant Flush,315.0
S06703,C02211,16/05/2023,Battery Replacement,176.0
S06705,C02212,11/03/2025,Clutch Replacement,365.0
S06706,C02212,05/12/2024,Transmission Check,163.0
S06707,C02212,30/10/2023,Oil Change,73.0
S06714,C02214,28/09/2023,Brake Replacement,452.0
S06739,C02221,07/12/2023,Tire Replacement,491.0
S06741,C02221,28/03/2022,Air Filter Replacement,440.0
S06743,C02221,18/04/2021,Major Service,119.0
S06762,C02228,06/04/2021,Brake Replacement,389.0
S06763,C02228,18/07/2024,Oil Change,75.0
S06764,C02228,21/11/2021,Brake Replacement,499.0
S06777,C02232,31/08/2025,Oil Change,102.0
S06779,C02233,25/07/2021,Spark Plug Replacement,227.0
S06780,C02233,24/05/2021,Clutch Replacement,249.0
S06781,C02233,03/08/2023,Transmission Check,248.0
S06784,C02234,23/05/2021,Wheel Alignment,336.0
S06800,C02241,10/10/2021,Wheel Alignment,374.0
S06801,C02241,18/05/2023,Battery Replacement,180.0
S06802,C02241,12/01/2023,Coolant Flush,300.0
S06823,C02248,09/02/2023,Suspension Check,455.0
S06824,C02248,10/05/2024,Wheel Alignment,238.0
S06825,C02248,13/05/2025,Brake Replacement,444.0
S06844,C02255,12/01/2025,Coolant Flush,482.0
S06846,C02256,08/06/2023,Wheel Alignment,148.0
S06847,C02256,03/05/2025,Coolant Flush,251.0
S06848,C02256,19/01/2022,Suspension Check,292.0
S06856,C02259,20/09/2024,Coolant Flush,495.0
S06870,C02265,12/07/2022,Suspension Check,262.0
S06872,C02265,07/03/2021,Oil Change,413.0
S06875,C02266,22/12/2021,Wheel Alignment,441.0
S06876,C02266,10/07/2024,Air Filter Replacement,97.0
S06877,C02266,03/07/2021,Transmission Check,187.0
S06888,C02270,19/10/2021,Suspension Check,407.0
S06901,C02274,04/06/2024,Suspension Check,324.0
S06905,C02277,14/01/2021,Clutch Replacement,218.0
S06906,C02277,10/12/2022,Transmission Check,204.0
S06907,C02278,07/07/2023,Coolant Flush,136.0
S06910,C02280,24/02/2021,Transmission Check,500.0
S06923,C02285,23/05/2025,Spark Plug Replacement,245.0
S06924,C02285,02/06/2022,Clutch Replacement,412.0
S06928,C02287,01/10/2021,Brake Replacement,232.0
S06929,C02287,26/11/2021,Major Service,406.0
S06942,C02290,05/01/2024,Clutch Replacement,373.0
S06943,C02290,12/08/2022,Transmission Check,337.0
S06944,C02290,12/05/2025,Wheel Alignment,355.0
S06946,C02291,13/10/2020,Battery Replacement,314.0
S06959,C02297,16/05/2025,Brake Replacement,193.0
S06966,C02300,06/04/2022,Spark Plug Replacement,428.0
S06968,C02301,04/10/2020,Oil Change,109.0
S06970,C02301,01/10/2020,Suspension Check,172.0
S06980,C02305,25/06/2024,Tire Replacement,167.0
S06981,C02305,12/01/2022,Clutch Replacement,152.0
S06982,C02305,20/05/2025,Coolant Flush,57.0
S06983,C02306,20/03/2025,Spark Plug Replacement,395.0
S06988,C02309,27/12/2022,Spark Plug Replacement,296.0
S07037,C02326,10/02/2021,Transmission Check,479.0
S07046,C02329,08/11/2022,Transmission Check,422.0
S07053,C02332,28/08/2022,Wheel Alignment,180.0
S07054,C02332,12/10/2024,Brake Replacement,369.0
S07058,C02334,22/03/2023,Wheel Alignment,307.0
S07082,C02339,19/07/2024,Coolant Flush,413.0
S07113,C02349,05/03/2022,Coolant Flush,52.0
S07121,C02352,11/10/2024,Spark Plug Replacement,109.0
S07126,C02355,16/12/2022,Suspension Check,130.0
S07127,C02355,05/03/2025,Brake Replacement,391.0
S07128,C02355,13/02/2021,Battery Replacement,150.0
S07136,C02358,16/07/2023,Suspension Check,415.0
S07137,C02358,03/12/2021,Coolant Flush,189.0
S07153,C02363,10/12/2023,Brake Replacement,438.0
S07178,C02373,29/08/2024,Clutch Replacement,51.0
S07179,C02373,27/05/2023,Air Filter Replacement,435.0
S07184,C02376,18/11/2024,Oil Change,121.0
S07185,C02376,14/11/2020,Spark Plug Replacement,117.0
S07190,C02377,29/09/2023,Battery Replacement,496.0
S07219,C02386,07/01/2022,Tire Replacement,168.0
S07221,C02386,16/01/2025,Oil Change,293.0
S07224,C02387,04/03/2024,Transmission Check,188.0
S07227,C02389,29/12/2024,Suspension Check,243.0
S07230,C02389,26/03/2025,Brake Replacement,473.0
S07231,C02389,24/01/2021,Wheel Alignment,377.0
S07260,C02399,16/12/2022,Spark Plug Replacement,266.0
S07263,C02400,24/03/2022,Coolant Flush,162.0
S07265,C02400,06/11/2020,Brake Replacement,196.0
S07282,C02405,20/02/2023,Oil Change,247.0
S07292,C02409,23/11/2022,Air Filter Replacement,342.0
S07293,C02409,01/10/2022,Air Filter Replacement,113.0
S07322,C02418,01/09/2020,Wheel Alignment,115.0
S07324,C02419,13/09/2024,Coolant Flush,401.0
S07388,C02438,05/11/2020,Air Filter Replacement,385.0
S07390,C02438,13/07/2025,Spark Plug Replacement,307.0
S07401,C02441,01/04/2024,Brake Replacement,57.0
S07405,C02442,28/06/2023,Air Filter Replacement,288.0
S07406,C02442,28/07/2022,Coolant Flush,468.0
S07408,C02443,18/03/2021,Clutch Replacement,152.0
S07409,C02443,07/11/2023,Suspension Check,161.0
S07417,C02446,24/09/2021,Clutch Replacement,66.0
S07424,C02449,01/12/2021,Spark Plug Replacement,499.0
S07426,C02449,29/06/2024,Oil Change,258.0
S07427,C02449,31/08/2022,Spark Plug Replacement,186.0
S07476,C02468,04/05/2022,Coolant Flush,157.0
S07477,C02468,18/03/2024,Major Service,409.0
S07479,C02468,26/05/2025,Spark Plug Replacement,240.0
S07506,C02477,25/02/2024,Coolant Flush,173.0
S07507,C02477,27/02/2025,Coolant Flush,236.0
S07510,C02477,28/01/2023,Spark Plug Replacement,64.0
S07541,C02488,13/09/2021,Major Service,112.0
S07542,C02488,28/07/2025,Brake Replacement,132.0
S07549,C02490,04/11/2023,Spark Plug Replacement,170.0
S07550,C02490,16/12/2023,Battery Replacement,213.0
S07568,C02496,01/07/2024,Spark Plug Replacement,266.0
S07569,C02496,27/08/2024,Oil Change,463.0
S07571,C02496,30/08/2023,Spark Plug Replacement,172.0
S07572,C02497,08/06/2021,Oil Change,240.0
S07573,C02497,15/12/2021,Transmission Check,401.0
S07574,C02497,08/06/2024,Wheel Alignment,461.0
S07605,C02506,19/08/2023,Spark Plug Replacement,354.0
S07608,C02506,19/01/2023,Major Service,172.0
