AccidentID,CarID,Date_of_Accident,Description,Cost_of_Repair,Severity
A01342,C00920,06/11/2022,Rear-end hit at traffic light,3146.0,Moderate
A01343,C00920,01/02/2023,Fender scratch from curb,267.0,Minor
A01344,C00920,23/01/2022,Minor fender bender,2189.0,Severe
A01350,C00924,23/07/2022,Minor parking lot accident,1135.0,Major
A01351,C00927,14/09/2022,Windshield damage,1823.0,Severe
A01352,C00929,24/02/2021,Scratched paint on rear bumper,2890.0,Severe
A01353,C00929,28/03/2023,Door dent from tight parking,3099.0,Minor
A01356,C00931,24/04/2021,Rear quarter panel dent,130.0,Severe
A01364,C00937,25/11/2021,Minor fender bender,2187.0,Severe
A01365,C00939,13/02/2022,Side mirror broken,681.0,Minor
A01366,C00939,25/11/2021,Head-on collision,2648.0,Severe
A01367,C00940,02/09/2023,Rear quarter panel dent,630.0,Minor
A01380,C00950,02/02/2021,Side mirror broken,901.0,Major
A01381,C00950,22/08/2025,Front-end collision,1977.0,Minor
A01382,C00950,24/07/2023,Side swipe from passing vehicle,1927.0,Moderate
A01383,C00951,09/05/2024,Front bumper scrape,1483.0,Severe
A01384,C00951,21/11/2020,Rear bumper collision,3071.0,Severe
A01385,C00952,06/04/2023,Rear-end hit at traffic light,2096.0,Minor
A01389,C00954,30/07/2023,Windshield damage,439.0,Severe
A01390,C00954,01/01/2025,Parking lot scrape,2764.0,Minor
A01391,C00954,19/03/2022,Minor fender bender,3568.0,Minor
A01396,C00958,16/12/2021,Front-end collision,1570.0,Major
A01397,C00958,21/07/2021,Side panel scratch,4192.0,Minor
A01398,C00958,17/06/2023,Front bumper scrape,4682.0,Moderate
A01400,C00960,11/01/2022,Tire puncture during accident,2155.0,Minor
A01401,C00961,06/01/2021,Windshield damage,4802.0,Moderate
A01402,C00962,06/01/2024,Minor parking lot accident,1261.0,Major
A01409,C00967,05/04/2021,Minor fender bender,2756.0,Major
A01410,C00967,30/09/2024,Door dent from tight parking,2397.0,Minor
A01411,C00968,25/04/2023,Minor collision at roundabout,1671.0,Major
A01412,C00968,10/10/2022,Hood dent from minor crash,526.0,Severe
A01413,C00968,19/05/2022,Collision with pole,294.0,Major
A01420,C00972,26/07/2024,Door dent from tight parking,1455.0,Major
A01421,C00972,20/08/2021,Rear bumper collision,970.0,Moderate
A01431,C00978,25/01/2023,Tire puncture during accident,4364.0,Minor
A01432,C00980,22/06/2024,Rear bumper collision,2789.0,Major
A01433,C00980,22/10/2021,Side panel scratch,1502.0,Moderate
A01434,C00980,13/11/2021,Collision with pole,679.0,Moderate
A01440,C00986,08/02/2025,Head-on collision,3398.0,Minor
A01441,C00986,12/03/2025,Minor parking lot accident,4535.0,Severe
A01444,C00990,24/06/2024,Minor fender bender,3143.0,Severe
A01445,C00990,13/05/2023,Accident on slippery road,1326.0,Minor
A01446,C00990,01/10/2023,Head-on collision,3161.0,Minor
A01447,C00992,27/05/2021,Head-on collision,1957.0,Moderate
A01448,C00994,31/10/2020,Accident on slippery road,2471.0,Moderate
A01449,C00994,23/07/2022,Minor collision at roundabout,431.0,Moderate
A01450,C00994,18/02/2024,Parking lot scrape,391.0,Moderate
A01456,C00999,04/04/2025,Windshield damage,3758.0,Moderate
A01457,C00999,02/06/2022,Side mirror broken,4954.0,Major
A01458,C00999,30/03/2023,Fender scratch from curb,2253.0,Minor
A01459,C01001,26/03/2025,Minor fender bender,4232.0,Major
A01460,C01001,29/11/2021,Side mirror broken,4832.0,Severe
A01469,C01009,24/09/2020,Parking lot scrape,701.0,Minor
A01470,C01009,30/03/2023,Rear-end hit at traffic light,1717.0,Moderate
A01471,C01009,24/12/2020,Minor fender bender,3295.0,Moderate
A01476,C01013,09/03/2024,Parking lot scrape,3718.0,Moderate
A01477,C01013,05/06/2023,Minor collision at roundabout,467.0,Moderate
A01489,C01024,23/10/2020,Side swipe from passing vehicle,468.0,Severe
A01490,C01024,13/06/2021,Door dent from tight parking,235.0,Severe
A01491,C01024,04/08/2025,Tire puncture during accident,4207.0,Severe
A01492,C01025,16/08/2023,Damage from pothole incident,4508.0,Major
A01503,C01031,21/02/2023,Hood dent from minor crash,2543.0,Moderate
A01505,C01033,31/10/2021,Rear bumper collision,999.0,Major
A01506,C01033,02/11/2022,Rear-end hit at traffic light,3561.0,Minor
A01507,C01033,01/06/2024,Rear bumper collision,714.0,Moderate
A01508,C01035,30/03/2025,Door dent from tight parking,4747.0,Moderate
A01516,C01046,13/09/2021,Side swipe from passing vehicle,355.0,Severe
A01524,C01053,20/10/2023,Damage from pothole incident,4371.0,Moderate
A01525,C01053,19/09/2023,Rear quarter panel dent,3721.0,Moderate
A01526,C01054,08/06/2024,Tire puncture during accident,1626.0,Moderate
A01540,C01069,07/03/2023,Scratched paint on rear bumper,2181.0,Minor
A01546,C01073,05/05/2022,Damage from pothole incident,1548.0,Major
A01550,C01078,26/09/2023,Minor fender bender,644.0,Severe
A01551,C01078,28/10/2021,Door dent from tight parking,1168.0,Major
A01552,C01079,20/10/2021,Rear quarter panel dent,1280.0,Moderate
A01553,C01079,10/06/2025,Minor collision at roundabout,4747.0,Minor
A01554,C01079,09/09/2024,Scratched paint on rear bumper,4199.0,Severe
A01576,C01091,16/05/2025,Minor collision at roundabout,293.0,Minor
A01577,C01093,12/06/2023,Head-on collision,1444.0,Minor
A01583,C01098,09/10/2022,Side panel scratch,5000.0,Moderate
A01585,C01101,22/07/2025,Windshield damage,2684.0,Severe
A01586,C01101,29/01/2025,Tire puncture during accident,1455.0,Severe
A01589,C01107,04/01/2024,Minor collision at roundabout,1479.0,Major
A01590,C01107,05/03/2025,Hood dent from minor crash,4597.0,Major
A01591,C01108,28/02/2023,Windshield damage,2521.0,Moderate
A01592,C01108,29/01/2025,Tire puncture during accident,2424.0,Major
A01593,C01108,26/06/2023,Scratched paint on rear bumper,534.0,Major
A01594,C01109,18/09/2020,Side panel scratch,2344.0,Minor
A01595,C01110,27/02/2022,Minor collision at roundabout,2390.0,Moderate
A01597,C01112,16/12/2020,Front bumper scrape,3185.0,Major
A01610,C01122,12/04/2023,Rear bumper collision,1276.0,Minor
A01611,C01123,01/03/2025,Accident on slippery road,4614.0,Major
A01612,C01123,23/09/2024,Minor parking lot accident,1574.0,Severe
A01613,C01123,15/01/2024,Rear bumper collision,4672.0,Severe
A01614,C01127,08/04/2022,Parking lot scrape,248.0,Major
A01615,C01127,05/12/2022,Side mirror broken,1412.0,Major
A01616,C01128,03/06/2023,Damage from pothole incident,1860.0,Minor
A01617,C01128,17/11/2022,Minor parking lot accident,3468.0,Minor
A01618,C01128,29/05/2025,Front bumper scrape,1054.0,Moderate
A01625,C01134,08/02/2024,Rear-end hit at traffic light,2013.0,Severe
A01631,C01139,14/02/2024,Front bumper scrape,3373.0,Minor
A01632,C01140,18/03/2022,Rear bumper collision,3494.0,Moderate
A01638,C01144,15/07/2023,Side mirror broken,573.0,Major
A01639,C01144,10/08/2022,Rear-end hit at traffic light,783.0,Major
A01660,C01164,01/04/2022,Accident on slippery road,2103.0,Minor
A01661,C01164,21/01/2025,Fender scratch from curb,182.0,Moderate
A01662,C01164,11/05/2021,Minor fender bender,3907.0,Major
A01663,C01165,09/06/2023,Fender scratch from curb,4437.0,Major
A01664,C01165,24/07/2021,Tire puncture during accident,4418.0,Major
A01665,C01165,02/07/2023,Minor collision at roundabout,4446.0,Moderate
A01666,C01167,15/08/2021,Collision with pole,1969.0,Moderate
A01667,C01167,13/01/2025,Rear-end hit at traffic light,2669.0,Major
A01668,C01167,28/02/2021,Scratched paint on rear bumper,4372.0,Moderate
A01678,C01176,24/01/2021,Side mirror broken,797.0,Moderate
A01679,C01176,12/08/2024,Fender scratch from curb,4832.0,Moderate
A01680,C01176,20/08/2025,Side panel scratch,1601.0,Major
A01686,C01180,17/06/2024,Front-end collision,4689.0,Severe
A01687,C01184,31/05/2021,Minor collision at roundabout,2911.0,Severe
A01688,C01184,06/12/2020,Collision with pole,2864.0,Minor
A01690,C01186,04/05/2023,Side mirror broken,855.0,Major
A01691,C01186,27/02/2023,Collision with pole,1516.0,Minor
A01695,C01189,11/02/2021,Front-end collision,141.0,Minor
A01696,C01190,27/02/2022,Scratched paint on rear bumper,1019.0,Minor
A01697,C01191,16/12/2020,Parking lot scrape,4103.0,Moderate
A01702,C01195,21/12/2021,Side mirror broken,1347.0,Severe
A01707,C01198,04/03/2022,Door dent from tight parking,3011.0,Moderate
A01708,C01198,09/11/2022,Scratched paint on rear bumper,4194.0,Moderate
A01738,C01220,10/04/2021,Collision with pole,3415.0,Minor
A01739,C01220,29/04/2021,Hood dent from minor crash,3557.0,Moderate
A01743,C01222,13/06/2024,Front-end collision,1621.0,Moderate
A01752,C01232,08/11/2024,Hood dent from minor crash,3158.0,Major
A01753,C01232,27/02/2023,Head-on collision,1895.0,Minor
A01754,C01232,30/04/2022,Side panel scratch,4628.0,Moderate
A01755,C01233,10/11/2024,Scratched paint on rear bumper,1049.0,Major
A01763,C01241,26/07/2023,Rear-end hit at traffic light,917.0,Major
A01764,C01241,05/04/2023,Windshield damage,220.0,Severe
A01767,C01244,26/06/2023,Door dent from tight parking,2606.0,Major
A01768,C01244,30/09/2022,Scratched paint on rear bumper,3572.0,Severe
A01769,C01244,23/05/2023,Rear-end hit at traffic light,1780.0,Severe
A01773,C01247,07/08/2022,Rear quarter panel dent,4622.0,Minor
A01774,C01247,22/07/2024,Collision with pole,1310.0,Major
A01775,C01247,05/06/2025,Side panel scratch,750.0,Severe
A01785,C01254,03/04/2023,Door dent from tight parking,3215.0,Severe
A01786,C01254,28/07/2021,Accident on slippery road,3622.0,Major
A01787,C01254,03/04/2021,Head-on collision,1378.0,Minor
A01812,C01271,13/04/2022,Minor collision at roundabout,3710.0,Moderate
A01813,C01272,09/06/2023,Parking lot scrape,4013.0,Minor
A01814,C01272,09/05/2025,Front-end collision,3820.0,Moderate
A01815,C01272,30/09/2021,Collision with pole,3110.0,Major
A01819,C01275,30/03/2021,Damage from pothole incident,3081.0,Moderate
A01820,C01275,28/12/2020,Side mirror broken,908.0,Severe
A01822,C01278,24/07/2024,Windshield damage,3112.0,Moderate
A01823,C01278,29/12/2020,Side panel scratch,1200.0,Moderate
A01824,C01278,14/02/2024,Front bumper scrape,3757.0,Minor
A01825,C01279,04/04/2023,Front-end collision,1542.0,Minor
A01826,C01279,28/06/2024,Scratched paint on rear bumper,4420.0,Severe
A01832,C01282,08/01/2021,Side mirror broken,4805.0,Minor
A01833,C01282,12/04/2022,Hood dent from minor crash,1469.0,Severe
A01836,C01285,10/10/2020,Minor fender bender,968.0,Moderate
A01837,C01286,17/09/2023,Hood dent from minor crash,2146.0,Major
A01847,C01292,25/02/2023,Rear bumper collision,560.0,Minor
A01848,C01292,01/02/2022,Front bumper scrape,1208.0,Moderate
A01852,C01296,19/05/2023,Front-end collision,2617.0,Severe
A01853,C01296,04/09/2023,Accident on slippery road,441.0,Major
A01854,C01296,17/03/2021,Fender scratch from curb,3835.0,Minor
A01863,C01304,12/05/2022,Rear quarter panel dent,909.0,Major
A01864,C01304,16/11/2021,Fender scratch from curb,363.0,Moderate
A01865,C01304,01/03/2021,Rear-end hit at traffic light,3719.0,Minor
A01891,C01318,25/02/2024,Collision with pole,2207.0,Minor
A01892,C01320,28/12/2024,Accident on slippery road,3857.0,Major
A01893,C01320,12/11/2024,Damage from pothole incident,974.0,Minor
A01897,C01322,08/04/2025,Head-on collision,1863.0,Moderate
A01898,C01322,03/05/2024,Minor collision at roundabout,1355.0,Moderate
A01899,C01324,29/10/2024,Fender scratch from curb,4987.0,Moderate
A01904,C01327,23/12/2021,Door dent from tight parking,1539.0,Minor
A01905,C01327,08/05/2023,Side panel scratch,485.0,Major
A01906,C01327,28/09/2020,Side panel scratch,2639.0,Severe
A01913,C01333,16/04/2025,Tire puncture during accident,3800.0,Major
A01914,C01333,11/08/2024,Minor fender bender,3938.0,Severe
A01915,C01333,17/08/2023,Rear-end hit at traffic light,4761.0,Moderate
A01920,C01336,02/03/2022,Tire puncture during accident,3765.0,Moderate
A01921,C01336,26/02/2022,Scratched paint on rear bumper,4132.0,Major
A01922,C01337,09/12/2020,Front-end collision,651.0,Minor
A01923,C01337,12/07/2021,Side swipe from passing vehicle,149.0,Major
A01924,C01338,27/12/2020,Rear quarter panel dent,4316.0,Minor
A01925,C01338,26/05/2025,Windshield damage,4311.0,Moderate
A01927,C01340,23/04/2025,Front-end collision,4822.0,Severe
A01935,C01345,06/04/2021,Head-on collision,1397.0,Major
A01936,C01345,12/05/2023,Door dent from tight parking,458.0,Major
A01940,C01347,03/07/2021,Minor collision at roundabout,1765.0,Moderate
A01944,C01349,02/11/2022,Front-end collision,1353.0,Minor
A01957,C01358,30/01/2022,Minor collision at roundabout,4874.0,Minor
A01975,C01371,01/09/2025,Rear bumper collision,4623.0,Major
A01976,C01371,19/05/2024,Minor collision at roundabout,2730.0,Severe
A01977,C01371,26/03/2024,Parking lot scrape,596.0,Severe
A01980,C01373,27/08/2023,Side panel scratch,493.0,Moderate
A01981,C01378,05/04/2025,Door dent from tight parking,1861.0,Minor
A01998,C01389,21/08/2023,Side panel scratch,4021.0,Moderate
A02002,C01391,07/10/2023,Accident on slippery road,4218.0,Severe
A02003,C01391,17/11/2021,Front-end collision,3711.0,Severe
A02007,C01396,13/07/2024,Tire puncture during accident,4048.0,Severe
A02008,C01396,23/06/2023,Side swipe from passing vehicle,2356.0,Severe
A02009,C01396,26/11/2022,Accident on slippery road,627.0,Moderate
A02010,C01397,12/11/2020,Front bumper scrape,4726.0,Minor
A02011,C01397,09/12/2023,Minor parking lot accident,3708.0,Moderate
A02014,C01401,03/04/2025,Rear-end hit at traffic light,255.0,Major
A02015,C01401,05/01/2022,Head-on collision,2450.0,Severe
A02016,C01403,03/07/2021,Tire puncture during accident,4113.0,Moderate
A02017,C01403,10/03/2022,Front bumper scrape,3054.0,Severe
A02020,C01407,15/06/2025,Tire puncture during accident,502.0,Minor
A02021,C01407,17/12/2021,Scratched paint on rear bumper,3355.0,Minor
A02025,C01411,24/12/2024,Rear bumper collision,2151.0,Minor
A02026,C01412,12/03/2022,Windshield damage,3896.0,Severe
A02027,C01413,04/01/2022,Parking lot scrape,3590.0,Severe
A02028,C01414,01/10/2022,Front-end collision,2734.0,Severe
A02029,C01414,09/08/2022,Damage from pothole incident,4039.0,Major
A02030,C01414,29/12/2020,Door dent from tight parking,3502.0,Major
A02031,C01415,28/07/2023,Scratched paint on rear bumper,3895.0,Major
A02032,C01415,24/03/2022,Fender scratch from curb,2375.0,Severe
A02034,C01419,16/09/2020,Damage from pothole incident,3671.0,Moderate
A02035,C01419,11/09/2021,Side swipe from passing vehicle,982.0,Severe
A02036,C01419,05/05/2025,Windshield damage,1081.0,Severe
A02043,C01423,12/09/2024,Side swipe from passing vehicle,3712.0,Major
A02044,C01423,23/05/2023,Minor fender bender,4779.0,Severe
A02045,C01423,01/08/2021,Side mirror broken,1407.0,Moderate
A02047,C01427,05/09/2023,Minor parking lot accident,480.0,Severe
A02048,C01427,15/01/2025,Rear quarter panel dent,3106.0,Severe
A02049,C01428,31/08/2023,Side mirror broken,815.0,Minor
A02051,C01430,10/05/2023,Rear-end hit at traffic light,3990.0,Moderate
A02052,C01431,13/11/2022,Hood dent from minor crash,1850.0,Minor
A02053,C01431,16/04/2021,Accident on slippery road,4658.0,Severe
A02054,C01431,03/08/2025,Head-on collision,4084.0,Severe
A02058,C01435,21/12/2022,Parking lot scrape,1191.0,Severe
A02059,C01435,11/09/2023,Windshield damage,1435.0,Minor
A02060,C01435,15/01/2025,Minor parking lot accident,4970.0,Moderate
A02064,C01445,16/11/2020,Head-on collision,1286.0,Minor
A02065,C01445,02/09/2021,Side swipe from passing vehicle,3633.0,Severe
A02066,C01445,24/05/2025,Side panel scratch,4589.0,Minor
A02069,C01447,13/05/2021,Minor fender bender,3791.0,Minor
A02070,C01447,11/09/2023,Minor collision at roundabout,1859.0,Severe
A02071,C01447,02/12/2021,Front bumper scrape,449.0,Minor
A02072,C01449,14/06/2022,Minor collision at roundabout,4220.0,Severe
A02073,C01449,16/03/2022,Accident on slippery road,4377.0,Minor
A02074,C01449,27/08/2021,Head-on collision,718.0,Severe
A02078,C01452,17/12/2024,Hood dent from minor crash,1187.0,Moderate
A02079,C01452,15/08/2025,Minor collision at roundabout,4906.0,Major
A02080,C01452,01/10/2024,Rear bumper collision,3370.0,Minor
A02084,C01454,25/04/2024,Front-end collision,826.0,Minor
A02085,C01454,22/10/2022,Side swipe from passing vehicle,4242.0,Major
A02089,C01458,28/08/2022,Rear bumper collision,4961.0,Major
A02090,C01458,17/04/2025,Hood dent from minor crash,2605.0,Minor
A02091,C01459,12/09/2020,Front bumper scrape,4407.0,Severe
A02092,C01459,13/10/2020,Parking lot scrape,3643.0,Major
A02100,C01464,22/07/2025,Rear bumper collision,2420.0,Moderate
A02101,C01465,19/09/2021,Collision with pole,4426.0,Minor
A02102,C01466,25/03/2021,Collision with pole,4115.0,Major
A02103,C01466,04/06/2021,Head-on collision,1222.0,Severe
A02105,C01468,22/05/2022,Minor fender bender,2478.0,Moderate
A02106,C01468,21/01/2024,Rear bumper collision,4896.0,Moderate
A02107,C01468,08/02/2024,Side mirror broken,2407.0,Minor
A02111,C01471,28/03/2023,Rear bumper collision,186.0,Minor
A02118,C01475,13/10/2020,Door dent from tight parking,2008.0,Major
A02119,C01475,25/06/2023,Head-on collision,4878.0,Major
A02120,C01475,09/05/2024,Minor parking lot accident,1050.0,Minor
A02129,C01481,10/11/2022,Parking lot scrape,2817.0,Severe
A02130,C01481,09/01/2021,Parking lot scrape,1381.0,Moderate
A02131,C01481,11/08/2021,Parking lot scrape,1172.0,Severe
A02132,C01485,28/02/2023,Rear-end hit at traffic light,2533.0,Moderate
A02133,C01485,18/12/2023,Side panel scratch,3290.0,Minor
A02134,C01485,17/02/2025,Minor collision at roundabout,324.0,Moderate
A02135,C01488,16/12/2023,Front bumper scrape,1492.0,Severe
A02136,C01488,01/12/2023,Side mirror broken,2530.0,Major
A02137,C01490,19/04/2021,Door dent from tight parking,4464.0,Severe
A02139,C01497,17/10/2023,Front bumper scrape,3737.0,Minor
A02140,C01499,03/05/2024,Parking lot scrape,208.0,Major
A02141,C01499,23/09/2023,Fender scratch from curb,4337.0,Moderate
A02142,C01499,10/01/2022,Side panel scratch,3152.0,Minor
A02144,C01502,30/10/2021,Minor parking lot accident,1576.0,Minor
A02150,C01508,17/07/2025,Door dent from tight parking,2508.0,Minor
A02151,C01508,06/11/2023,Collision with pole,3608.0,Major
A02152,C01508,22/10/2021,Side panel scratch,419.0,Minor
A02153,C01509,25/09/2023,Minor collision at roundabout,4423.0,Minor
A02154,C01509,22/03/2021,Side swipe from passing vehicle,301.0,Moderate
A02155,C01509,26/08/2021,Minor fender bender,4105.0,Moderate
A02157,C01511,06/04/2022,Rear-end hit at traffic light,1618.0,Moderate
A02158,C01511,23/02/2021,Tire puncture during accident,854.0,Major
A02159,C01511,30/06/2025,Parking lot scrape,1054.0,Severe
A02162,C01513,05/07/2022,Hood dent from minor crash,844.0,Moderate
A02163,C01513,24/01/2023,Rear-end hit at traffic light,426.0,Moderate
A02171,C01517,14/04/2024,Rear-end hit at traffic light,3292.0,Minor
A02172,C01517,27/10/2022,Front-end collision,416.0,Minor
A02173,C01517,14/12/2021,Head-on collision,1081.0,Minor
A02181,C01522,16/08/2022,Side panel scratch,4192.0,Major
A02195,C01535,29/08/2022,Windshield damage,3106.0,Major
A02196,C01535,13/02/2025,Hood dent from minor crash,3387.0,Severe
A02197,C01537,19/02/2023,Hood dent from minor crash,3996.0,Moderate
